βέλεμνον	projectile
βέλος	weapon
βέμβιξ	bumblebee
βένθος	depth
βήξ	cough
βήρυλλος	beryl
βήσσαλον	brick
βίοτος	life
βαθμός	step
βαθύβουλος	deep-counselling
βαθύδενδρος	deep-wooded
βαθύς	thick
βαιός	short
βακτηρία	baton
βαλανεύς	bathman
βαλανηφάγος	acorn-eating
βαλλήν	king
βαμβάκιον	cotton
βαπτισμός	baptism
βαπτιστήριον	swimming-bath
βαρακίνη	thistle
βαρβαρικός	barbaric
βαρυθυμία	sullenness
βαρύς	heavy
βαρύτης	arrogance
βαρύτονος	deep-sounding
βασίλεια	queen
βασίλισσα	empress
βασιλικόν	palace
βασταγή	transport
βαττολογία	stuttering
βατός	passable
βαυβών	dildo
βαυκάλη	cradle
βαφή	dye
βαφεύς	dyer
βδέσμα	stench
βεβαίωσις	confirmation
βεβιασμένος	forced
βελονοθήκη	needlecase
βελόνη	needle
βιβλιοθήκη	bookcase
βιογραφία	biography
βιός	bow
βλάξ	slack
βλέννα	mucus
βλαδύς	weak
βλεφαρίς	eyelash
βληχή	wailing
βλόχον	bdellium
βλύσις	bubbling
βλῆμα	coverlet
βοή	shout
βολίς	die
βολβός	eyeball
βομβύκινος	silken
βοτάνη	herb
βοτήρ	herdsman
βοτανικός	herb-gatherers
βουκέφαλος	thistle
βουνός	mound
βουπόρος	ox-piercing
βουρδών	mule
βουτρόφος	ox-feeding
βούβαλος	buffalo
βούλλα	tin
βούπαις	herdsman
βούτυρον	butter
βοῦς	shield
βρά	brother(s)
βράγχιον	gill
βράσμα	boiling
βράχεα	shallows
βρένδος	deer
βρένθος	tomb
βραδυτής	slowness
βραδύς	slow
βραχίων	arm
βραχύς	short
βραχύτης	shortness
βροντή	thunder
βροτόεις	gory
βροχή	rain
βρόγχος	trachea
βρόχθος	throat
βρύκος	herald
βρῶμα	cavity
βυθός	depth
βωλοκόπος	clod-breaking
βωμίσκος	bandage
βωμός	altar
βόστρυχος	tendril
βύβλος	book
βύσσος	linen
βώκαρος	spring
βῆτα	second
γάγγραινα	gangrene
γάδαρος	donkey
γάλα	milk
γάνος	garden
γέλασμα	smile
γέλως	laughter
γένειον	chin
γένεσις	creation
γέννησις	producing
γένυς	jaw
γέρας	perquisite
γέρδιος	weaver
γέρων	old
γέφυρα	dam
γίγας	mighty
γαβάθα	bowl
γαγγίλη	dewlap
γαζοφύλαξ	treasurer
γαλήνη	calm
γαλακτικός	milk-white
γαλακτοφάγος	milk-fed
γαλαξίας	dogfish
γαληνός	calm
γαμέτης	husband
γαμήλιον	wedding
γαμήλιος	bridal
γαμβρός	son-in-law
γαμετή	wife
γαργαρεών	uvula
γαστήρ	womb
γαφάγας	earthworm
γείτων	neighbour
γεγωνός	loud-sounding
γενέσια	birthday
γενέτης	father
γενεά	birth
γενεαλογία	genealogy
γενεαλογικός	genealogical
γενεαλόγος	genealogist
γενειάς	beard
γενικός	sexual
γεννήτωρ	begetter
γενναῖος	honourable
γεραιός	old
γεωγράφος	geographer
γεωγραφία	geography
γεωδαισία	surveying
γεωμέτρης	surveyor
γεωμετρία	geometry
γεωμόρος	landowner
γεωργία	tillage
γεωργίαι	farms
γεωργός	fertilizing
γεῦσις	food
γλάνος	hyena
γλήνη	eyeball
γλία	glue
γλίσχρος	sticky
γλαυκῶπις	bright-eyed
γλαφυρός	polished
γλεῦκος	sweetness
γλοιός	slippery
γλουρός	gold
γλυκύπικρος	bittersweet
γλυφή	carving
γλυφίς	penknife
γλωσσίς	wryneck
γνάθος	jaw
γνωστός	known
γνωτός	known
γνώμη	opinion
γνώμων	sundial
γνώριμος	well-known
γνῶσις	inquiry
γοεδνός	lamenting
γοητεία	witchcraft
γονή	offspring
γονεύς	parent
γονόρροια	gonorrhea
γράμμα	letter
γραμμικός	geometrical
γραπτός	painted
γραφή	drawing
γραφίς	stilus
γραφεύς	painter
γραφεῖον	pencil
γρυνός	torch
γρόνθος	fist
γρύψ	griffin
γυιός	lame
γυλιός	hedgehog
γυμνασία	exercise
γυμναστικός	gymnastics
γυμνός	mere
γυνή	woman
γυναικεῖος	menstruation
γυρός	round
γυρῖνος	tadpole
γυῖον	limbs
γωλεός	hole
γωνία	cornerstone
γωρυτός	quiver
γόμος	freight
γόνος	seed
γόνυ	knee
γόος	wailing
γύψ	vulture
γύψος	chalk
γῆ	earth
γῦρος	ring
δάκτυλος	finger
δάμαλις	heifer
δάμαλος	calf
δάμαρ	wife
δάνειον	loan
δάος	firebrand
δάπεδον	floor
δάρδα	stain
δάϊος	hostile
δάϊς	battle
δέκτης	beggar
δέλεαρ	bait
δέμα	band
δέμας	body
δέμνιον	bed
δένδρον	tree
δέρη	collar
δέσποινα	lady
δήλωσις	explanation
δίαιτα	arbitration
δίδυμος	twin
δίζα	she-goat
δίκαιος	righteous
δίμιτον	dimity
δίοπος	commander
δίοψις	examination
δίπλαξ	twofold
δίπλωσις	doubling
δίπτυχος	twofold
δίσκος	reliquary
δίστιχος	distich
δίφρος	chariot
δίψα	thirst
δίωξις	prosecution
δαΐς	pinewood
δαίμων	god
δασύς	hairy
δασύτης	aspiration
δείλη	afternoon
δεικτικός	categorical
δειλία	cowardice
δειλός	cowardly
δειλότης	cowardice
δεινόν	danger
δεινός	terrible
δειπνοσοφιστής	deipnosophist
δεισιδαίμων	superstitious
δεκανός	decans
δελφίς	dolphin
δεξιός	fortunate
δεσμοφύλαξ	jailer
δεσμός	bond
δεσποτικός	despotic
δεσπότης	master
δεῖγμα	pattern
δεῖπνον	meal
δηλητήρ	destroyer
δηλητήριος	mischievous
δημαγωγικός	popular
δημιουργός	magistrate
δημοκόλαξ	mob-flatterer
δημός	fat
δηϊοτής	conflict
διάβολος	slanderous
διάγνωσις	distinguishing
διάδημα	headband
διάζωμα	diaphragm
διάθεσις	delivery
διάκονος	servant
διάλυσις	discharge
διάλυτος	relaxed
διάμετρον	hypotenuse
διάρκεια	sufficiency
διάστασις	separation
διάταξις	command
διαίρεσις	divisibility
διαβήτης	siphon
διαβολικός	slanderous
διαγνώμη	decree
διαγραφή	contract
διαγώνιος	diagonal
διαζύγιον	divorce
διαθήκη	covenant
διαθετικός	affecting
διαιρετός	distributed
διαιτός	judge
διακονία	service
διακριτικός	distinctive
διακόσμησις	ornamentation
διαλογή	computation
διαλυσίφιλος	love-dissolving
διαλυτικός	relaxing
διανταῖος	relentless
διαπασῶν	octave
διαρκής	sufficient
διασπασμός	distraction
διαστολή	dilatation
διαφθείρω	corrupt
διαφθορά	destruction
διαφορά	difference
διαύγεια	translucency
διδακτός	instructed
διθυμία	dissension
διθυραμβικός	dithyrambic
δικαίωμα	justification
δικαστής	judge
δινήεις	rounded
διοικοδόμησις	fortification
διουρητικός	diuretic
διπλάσιος	double
δισσός	two
διψηρός	thirsty
διωγμός	persecution
δνόφος	darkness
δογματικός	dogmatic
δοιός	twofold
δολιχός	long
δολιχόσκιος	long
δολιότροπος	crafty
δορατοθήκη	spear-case
δοτικός	generous
δοτός	granted
δουλεία	servility
δοχή	receptacle
δούξ	leader
δοῖδυξ	pestle
δράκαινα	dragoness
δράκος	eye
δράκων	dragon
δρίλαξ	leech
δρίος	copse
δραματικός	dramatic
δραματουργός	contriver
δραχμή	drachma
δρεπάνη	sickle
δρεπάνιον	sickle
δριμύς	sharp
δρυτόμος	woodcutter
δρόμος	racetrack
δρόσος	dew
δρύοψ	woodpecker
δρύϊνος	oaken
δρῖλος	verpus
δρῦς	tree
δυσεντερία	dysentery
δυσκέλαδος	foulmouthed
δυσμενής	hostile
δυστυχία	misfortune
δυωδεκάπλοα	twelvefold
δωδέκατος	twelfth
δωδεκάεδρον	dodecahedron
δωτήρ	giver
δόκιμος	acceptable
δόλος	wiles
δόμα	payment
δόμος	house
δόξα	expectation
δόξις	expectation
δόσις	portion
δύναμις	power
δύσθυμος	repentant
δύσις	hiding-place
δύσπνοος	ill-blowing
δύτης	diver
δώτωρ	giver
δῆ	earth?
δῆλος	visible
δῆρις	battle
δῖος	heavenly
δῶ	house
δῶμα	house
δῶρον	gift
εἰκονικός	counterfeited
εἰκονοκλάστης	iconoclast
εἰκοστός	twentieth
εἰκός	likelihood
εἰκών	image
εἰρήνη	peace
εἰσβολή	beginning
εἰσφορά	contribution
εἱργμός	imprisonment
εἶδαρ	food
εἶδος	sight
εἶλαρ	parapet
εἶρος	wool
εὐαγγέλιον	gospel
εὐαγγελιστής	evangelist
εὐδαίμων	fortunate
εὐεργέτις	beneficent
εὐετηρία	thriving
εὐθηνός	cheap
εὐθύς	straight
εὐλαβής	cautious
εὐλογία	flattery
εὐμεγέθης	large
εὐνή	bed
εὐπαίδευτος	well-educated
εὐπραγία	well-doing
εὐρυπέδιλος	broad-sandalled
εὐρύς	wide
εὐσέβεια	piety
εὐσεβής	holy
εὐφορία	fertility
εὐχή	prayer
εὐώνυμος	ominous
εὔελπις	hopeful
εὔζωνος	unencumbered
εὔληρα	reins
εὔπνοια	fragrance
εὔσκιος	well-shaded
εὔστοχος	well-aimed
εὔτροπος	versatile
εὔτροχος	smooth-running
εὔφρων	cheerful
εὔχαρις	attractive
εὔψυχος	cooling
ζάφελος	violent
ζήτησις	question
ζατρίκιον	chess
ζείδωρος	spelt-giving
ζεστός	hot
ζευγίς	rope
ζεῦγμα	zeugma
ζηλωτής	zealot
ζηλότυπος	jealous
ζημία	penalty
ζιγγίβερις	ginger
ζυγωτός	yoked
ζωή	life
ζωμήρυσις	soup-ladle
ζωμός	bloodshed
ζωστήρ	girdle
ζύγαστρον	fastenings
ζύμη	leaven
θάλασσα	sea
θάνατος	death
θάρσος	courage
θάρσυνος	relying
θάσσω	sit
θέαινα	goddess
θέεινος	sulphur-colored
θέλημα	errand
θέρμη	heat
θέρος	heat
θέσις	deposit
θέτης	mortgager
θήκη	box
θήρα	hunting
θής	mercenary
θίξις	touching
θίς	shoreweed
θαλαμηπόλος	bridal
θαμβός	astonished
θαμύς	crowded
θανάσιμος	deadly
θαρσαλέος	daring
θαυμάσιος	admirable
θαυμαστός	admirable
θεά	goddess
θεία	aunt
θεοειδής	godlike
θεοκρατία	theocracy
θεολογία	theology
θεοπρόπος	prophetic
θεοσεβής	God-fearing
θεράπων	servant
θερμοφύλαξ	kettle
θεσπέσιος	divine
θετικός	arbitrary
θετός	adopted
θεωρητικός	ingenious
θεωρός	spectator
θεῖον	divinity
θεῖος	divine
θηλυκός	feminine
θημών	heap
θηρευτής	hunter
θησαυροφύλαξ	treasurer
θησαυρός	treasure
θιβρός	hot
θλῖψις	pressure
θοίνη	food
θρίξ	hair
θρίψ	woodworm
θρανίον	close-stool
θρασύς	brave
θρόνος	seat
θρύλιγμα	fragment
θρᾶνος	close-stool
θρῆνος	complaint
θρῆνυς	footstool
θρῆσκος	superstitious
θρῶναξ	drone
θυγάτηρ	daughter
θυελλώδης	stormy
θυμολέων	lion-hearted
θυρίς	window
θυρεός	oval
θυροειδής	doorlike
θυρσοφόρος	thyrsus-bearing
θωμός	heap
θύελλα	hurricane
θύον	sandarac
θύρα	door
θύσθλα	sacrifice
θώραξ	corselet
θώς	jackal
θῆλυς	female
θῶμιγξ	cord
κάβουρος	crab
κάθαρμα	offscouring
κάθισμα	seat
κάκη	cowardice
κάλινος	wooden
κάλλος	beauty
κάλπις	pitcher
κάμαξ	tiller
κάμηλος	camel
κάμμορος	ill-fated
κάμον	barley-beer
κάμπη	caterpillar
κάμπος	shark
κάνωπον	elderflower
κάπηλος	innkeeper
κάρα	head
κάρηνον	head
κάρπασος	cotton
κάστρον	fort
κάστωρ	beaver
κάτοικος	inhabitant
κάτοπτρον	mirror
κάττα	cat
κάχληξ	gravel
κέδρος	cedar-oil
κέλης	racehorse
κέλυφος	eggshell
κέλωρ	son
κένταυρος	centaur
κέντρον	penis
κέραμος	tile
κέρμα	fragment
κέστρα	barracuda
κήρ	death
κήρινος	waxen
κίκιννος	ringlet
κίλλιξ	jar
κίνδυνος	battle
κίνημα	movement
κίνησις	motion
κίξιος	cicada
κίχλη	wrasse
καίνωσις	renewal
καίριος	timely
καθέδρα	seat
καθαρισμός	atonement
καθολικός	general
καινότης	novelty
καιρός	measure
κακία	cowardice
κακκάβη	partridge
κακοήθης	malignant
κακοδαίμων	ill-starred
κακοθυμία	malevolence
κακοποιία	injuries
κακουργία	malpractices
κακόθυμος	ill-disposed
κακόμοιρος	ill-fated
κακότης	cowardice
κακόφωνος	ill-sounding
καλαμοθήκη	reed-case
καλκουλάτωρ	accountant
καλλίθριξ	waterwort
καλοήθης	virtue
καλοκαγαθία	gentlemanliness
καλόγηρος	venerable
καλός	beautiful
καμίσιον	shirt
καμηλοπάρδαλις	giraffe
καμπτήρ	bend
κανδυτάνη	clothes-press
κανθός	eyelids
κανθύλη	swelling
κανονικός	clergyman
κανών	monochord
καπνός	smoke
καράβιον	ship
καρδία	heart
καρκίνος	crab
καρπός	fruit
καρτερός	steadfast
καρτερόχειρ	strong-handed
καρυκεύω	embroil
καρχαρίας	shark
καρωτόν	carrot
κασίγνητος	brother
κασαλβάς	strumpet
κασιγνήτη	sister
κασσίτερος	tin
καστόριον	castoreum
κασωρίς	strumpet
κατάβασις	descent
κατάληξις	cadence
κατάληψις	seizing
κατάλογος	enrolment
κατάλυμα	guestchamber
κατάνη	grater
κατάρροος	downflowing
κατάστασις	platform
κατήγορος	accuser
κατήχησις	communication
καταβοή	outcry
καταγελαστής	mocker
καταθνητός	mortal
καταλυτήρ	arbitrator
καταλύτης	lodger
καταπάλτης	catapult
καταπληκτικός	terrible
καταπύγων	lecherous
καταρράκτης	waterfall
κατασκευή	manipulation
κατασκευαστικός	systematic
καταστροφή	overturning
κατηχούμενος	catechumen
κατοικία	habitation
κατοικίδιος	domestic
κατορχίτης	fig-wine
κατουλάς	shrouding
καυλός	shaft
καυστός	burnt
καυτός	burnt
καχέκτης	disaffected
καῦμα	fever
κειρία	grave-clothes
κελλίον	garret
κενόν	vacuum
κενός	empty
κεράσιον	cherry
κεραμίς	roof-tile
κεραμεύς	potter
κεραός	horned
κερκίς	tibia
κεφαλή	head
κεῦθος	innermost
κηθίς	dicebox
κηλίς	naevus
κηπεύς	gardener
κηρίον	honeycomb
κηρός	beeswax
κιθάρα	lyre
κιλλός	grey
κιννάβαρι	vermilion
κλάδος	arm
κλάστης	vinedresser
κλέμμα	theft
κλέος	rumour
κλέπτης	thief
κλίνη	bed
κλίσις	turning
κλαγερός	screaming
κλανίον	bracelet
κλαστός	broken
κλεινός	famous
κλειτορίς	clitoris
κλεμμύς	tortoise
κλεπτήρ	thief
κλεψύδρα	pipette
κληδών	omen
κληρικός	clergyman
κληρονομία	inheritance
κληρονόμος	heir
κλητικός	invocatory
κλιμακτηρικός	climacteric
κλινικός	bedridden
κλισία	hut
κλισμός	couch
κλοπή	theft
κλωβός	birdcage
κλωστήρ	spindle
κλύδων	splashing
κλώψ	thief
κλῆσις	vocation
κλῖμαξ	ladder
κμέλεθρον	beam
κνήμη	shin
κνημίς	greave
κνώδων	sword
κοίτη	riverbed
κοιμητήριον	bedroom
κοινωνικός	social
κοινόβιος	monastery
κοινός	common
κοιτίς	box
κοκκίον	pill
κοκκύγινος	purple-red
κοκκύμηλον	plum
κολεόπτερος	sheath-winged
κολοσσιαῖος	colossal
κομήτης	comet
κομμωτής	hairdresser
κομόων	long-haired
κοντάριον	spear
κονταριοθήκη	spear-case
κοντός	short
κοπή	slaughter
κοπροφάγος	dung-eating
κοράκινος	raven-black
κοράλλιον	coral
κοραξός	raven-black
κορδύλη	club
κορνουκόπιον	fibula
κορριγία	thong
κορύνη	mace
κορώνη	crow
κοσμητής	adorner
κοσμικός	secular
κοσμιότης	orderliness
κοσύμβη	topknot
κοτύλη	cymbals
κουβαρίς	woodlouse
κουρίδιος	wedded
κούρευμα	shearing
κοῖλος	plate
κοῖτος	bed
κράββατος	couch
κράμβη	cabbage
κράμβος	dry
κράνος	helmet
κράστις	greenfodder
κράτησις	possession
κράτος	might
κρήνη	waters
κρίκος	ring
κρίμα	decision
κρίμνον	crumbs
κρίνον	lily
κρίσις	decision
κρίτανος	terebinth
κραιπάλη	hangover
κρασίον	winecup
κρατύς	strong
κρεμαστήρ	cremaster
κρεῖον	meat-tray
κρημνός	labia
κριθή	barley
κριτήρ	interpreter
κριτήριον	lawsuit
κριτής	umpire
κριός	sea-monster
κροκόδειλος	lizard
κρουνός	watercourse
κρυμός	frost
κρυπτάδιος	secret
κρυπτήριον	dungeon
κρυπτικός	obscuring
κρυστάλλινος	icy
κρυφαῖος	hidden
κρόκη	thread
κρόκινος	yellow
κρόμμυον	onion-market
κρόταφος	temple
κρότος	clapping
κρύος	frost
κρύσταλλος	ice
κρύφιος	occult
κρᾶμα	mixture
κρᾶσις	temperament
κρῆθμον	samphire
κτίλος	ram
κτείς	rake
κτηνοβάτης	bestialist
κτῆνος	livestock
κτῆσις	property
κυανοχαίτης	dark-haired
κυανόπτερος	dark-winged
κυβέρνησις	government
κυβερνισμός	government
κυδάλιμος	glorious
κυδνός	glorious
κυδοιμός	tumult
κυκλικός	circular
κυνάγχη	tonsilitis
κυνηγός	hunter
κυνικός	doglike
κυνοκέφαλος	baboon
κυνοπόταμος	beaver
κυνόδους	fang
κυνόμυια	dog-fly
κυνώπης	shameless
κυριακόν	church
κυσήγη	pomegranate
κωκυτός	lamentation
κωλυτήριος	preventive
κωλόβαθρον	stilt
κωμικός	comic
κωμῳδία	comedy
κωφός	blunt
κόκκινος	scarlet
κόκκος	testicle
κόλλα	glue
κόλουρος	truncated
κόμμα	chaff
κόνις	dust
κόπαιον	piece
κόπανον	pestle
κόπρος	dung
κόραξ	cormorant
κόρις	bedbug
κόρος	soldier
κόρυς	helmet
κόσκινον	sieve
κόσμιος	ordered
κόσμος	Universe
κόσσυφος	blackbird
κότταβος	cottabus
κόττος	chicken
κόφινος	basket
κόχλος	kohl
κύανος	azurite
κύβη	head
κύβιτον	elbow
κύβος	square
κύδος	taunt
κύκλος	marketplace
κύκνος	swan
κύλλας	puppy
κύμβαλον	cymbal
κύμινον	cumin
κύνικλος	rabbit
κύριος	main
κύστις	bladder
κώδων	bell
κώρυκος	scrotum
κῆδος	troubles
κῆρ	heart
κῆρυξ	auctioneer
κῆτος	abyss
κῶας	fleece
κῶμα	coma
κῶνος	cone
λάβρος	hasty
λάκτις	pestle
λάρναξ	bathtub
λάρυγξ	larynx
λάσιος	hairy
λάχανον	vegetables
λάχνη	leafage
λάψα	turnip
λάϊνος	stonehearted
λέαινα	lioness
λέκτρον	bed
λέπρα	leprosy
λέχος	bier
λέων	lion
λήθαργος	forgetful
λήθη	oblivion
λήϊτον	town-hall
λίβανος	frankincense
λίγδος	mortar
λίκνον	cradle
λίμνη	sea
λίνεος	flaxen
λίς	lion
λίστριον	spoon
λίψ	southwest
λαβίς	forceps
λαγών	womb
λαγώς	hare
λαγῷος	delicacy
λαθιφροσύνη	forgetfulness
λαιός	awkward
λακέτας	cicada
λαλαγή	prattle
λαμπάδιος	torch-bearing
λαμπάς	lamp
λαμπαδιστής	torchbearer
λαμπαδοποιός	torchmaker
λαμπαδουχία	torch-carrying
λαμπαδόεις	torchbearing
λαμπαδώδης	torchlike
λαμπρός	decisive
λαμπτήρ	lighter
λαπαρός	hollow
λατρεία	service
λατρευτικός	servile
λατρευτός	servile
λαυκανίη	throat
λαϊκός	layman
λαός	people
λαύρα	bazaar
λείτωρ	priest
λεγεών	legion
λειτουργία	ministration
λειτουργός	minister
λεοντέη	lionskin
λεπτίον	jar
λευγαλέος	sorry
λευκομέλας	grey
λευκόπτερος	white-winged
λευκώλενος	white-armed
ληΐς	booty
ληπτός	apprehended
λιβανωτίς	rosemary
λιβανωτός	frankincense
λιγνύς	soot
λιγύς	clear
λιθόκολλα	cement
λιμήν	harbor
λιμενάρχης	harbour-master
λιμενοφύλαξ	harbour-watcher
λιμοκτονία	fasting
λιμφός	informant
λιμώδης	hungry
λινουργός	linen-weaver
λινόσπερμον	linseed
λιπαρές	persistence
λιπαρής	persistent
λισσός	smooth
λιτή	prayer
λιτανεία	entreaty
λιτός	simple
λογεῖον	mouth
λογισμός	numbers
λογιστικός	reasonable
λογογράφος	chronicler
λογοθέτης	auditor
λοετροχόος	bath-pourer
λοιμός	plague
λοξότης	obliquity
λοπάς	pan
λοπός	peel
λουτήρ	bathtub
λοῦσις	cleaning
λυγγούριον	amber
λυκάβας	year
λυκοπάνθηρ	jackal
λυπρός	worthless
λυρικός	lyrist
λυριστής	lyrist
λυσιμελής	limb-relaxing
λυσιτελής	cheap
λυτρώσιμος	redeemable
λυχνοῦχος	lampstand
λωτός	flute
λόγιον	announcement
λόγιος	oracular
λόξωσις	obliquity
λόχος	ambush
λύγξ	lynx
λύκαινα	wolf
λύκος	wolf
λύμη	maiming
λύσις	parting
λύσσα	rage
λύτρον	recompense
λύχνος	lamp
λώβηξ	vulture
λᾶας	stone
λῃστικός	piratical
λῆθος	concealment
λῆνος	wool
λῆρος	delirium
λῆψις	assumption
μάγδωλος	watchtower
μάγειρος	cook
μάγνης	magnet
μάγος	magical
μάδρυα	plums
μάκαρ	blessed
μάκελλον	enclosure
μάλδακον	bdellium
μάλκη	chilblain
μάμμη	mamma
μάννα	manna
μάννος	necklace
μάντις	mantis
μάραθον	fennel
μάρη	hand
μάρτυς	witness
μάστιξ	horsewhip
μάταιος	vain
μάτρυλλος	pimp
μάχη	battle
μέγαρον	tomb
μέγας	great
μέδος	mead
μέδων	ruler
μέθη	drunkenness
μέθυ	wine
μέλαν	ink
μέλας	indistinct
μέλι	honey
μέλισσα	bee
μέλος	tune
μένος	mind
μέρισμα	part
μέσος	half
μέταλλον	metal
μέτρον	metre
μήνη	moon
μήτηρ	mother
μίλτος	blood
μίμησις	simulation
μίσθιος	mercenaries
μαγαζίον	warehouse
μαγειρική	cookery
μαγικός	magical
μαδαρός	bald
μαθηματική	mathematics
μαθηματικός	astronomical
μαιευτική	maieutics
μακεδονήσιον	parsley
μακροθυμία	forbearance
μακρόουρος	long-tailed
μακρός	long
μαλάχη	mallow
μαλακία	softness
μαλακός	soft
μαμμία	mommy
μαμωνᾶς	wealth
μανδήλη	towel
μανικός	extravagant
μαντεῖον	oracle
μανός	porous
μαραντικός	withered
μαργαρίτης	pearl
μαρμαρουργός	marble-mason
μαρούλιον	lettuce
μαρτυρία	testimony
μαρτύριον	martyrdom
μασγίδιον	mosque
μαστίχη	mastic
μαστιγοφόρος	scourge-bearing
μαστόδετον	breastband
μαῖα	midwife
μείς	month
μείων	less
μείωσις	diminution
μεγάθυμος	great-hearted
μεγαλήτωρ	greathearted
μεδέων	guardian
μεθοδικός	first-aid
μελάγχλαινος	black-cloaked
μελάνθριξ	black-haired
μελάνιον	ink
μελέδημα	care
μελέτημα	examples
μελίγλωσσος	honey-tongued
μελαγχολικός	melancholic
μελανοπλόκαμος	black-haired
μελανόκολπος	dark-bosomed
μελανόπτερος	black-winged
μελιηδής	honey-sweet
μελισσουργός	beekeeper
μερίς	contribution
μερικός	partial
μερισμός	division
μεριστός	divisible
μεστός	full
μετάβολος	changeable
μετάθεσις	transposition
μετάστασις	change
μετάφρασις	translation
μεταγγισμός	decantation
μετανάστασις	migration
μεταφορά	transference
μεταφυσικός	metaphysical
μετοχή	participation
μετρητός	measurable
μετρικός	metrical
μετριότης	moderation
μετωνυμία	metonymy
μετόπη	metope
μηκώνιον	opium
μηλάτης	shepherd
μηλωτή	sheepskin
μηνίσκος	crescent
μηνολόγιον	calendar
μηρός	leg-bones
μητίετα	counselor
μητροκοίτης	motherfucker
μητρυιά	stepmother
μητρῷος	maternal
μιαρός	ugly
μικρολογία	pettiness
μικρόψυχος	mean-spirited
μιξόθηρ	half-beast
μισάνθρωπος	misanthropic
μισητία	greed
μισητός	repugnant
μισθαποδοσία	recompense
μισθοφόρος	mercenary
μνήμων	mindful
μνημοσύνη	memory
μνηστός	wedded
μολπή	dance
μονάς	unit
μοναρχία	monarchy
μονογενής	unique
μονοειδές	uniformity
μονοειδής	unique
μονότονος	obstinate
μορφή	appearance
μουσική	subject and art of music
μουσικός	accomplished
μοῖρα	degree
μυελός	marrow
μυθολογία	story-telling
μυθολόγος	mythological
μυκτήρ	nostril
μυλών	millhouse
μυριστικός	fragrant
μυρμηδών	ant-nest
μυρμηκολέων	antlion
μυροβλύτης	myroblyte
μυρωδία	fragrance
μυωπία	shortsightedness
μωρόν	foolishness
μόλυβδος	graphite
μόναρχος	dictator
μόνος	only
μόριον	particle
μόρον	blackberry
μόρος	corpse
μόρφωσις	shaping
μόσχος	leafstalk
μύαξ	sea-mussel
μύκων	heap
μύρμηξ	ant
μύρρα	myrrh
μύστρον	spoon
μύτις	snout
μύωψ	shortsighted
μῆκος	longitude
μῆλον	apple
μῆνιγξ	membrane
μῆνις	rage
μῆριγξ	bristle
μῆτις	skill
μῖσος	hatred
μῦς	mouse
μῶλυς	soft
νάρκωσις	benumbing
νέατος	uttermost
νέκρωσις	mortification
νέκυς	corpse
νέος	new
νέπους	descendant
νέφος	cloud
νήκτης	swimmer
νήποινος	unavenged
νίψ	snow
ναγεύς	pestle
ναμέρτεια	truth
ναστός	close-pressed
ναυάγιον	shipwreck
ναυκληρία	voyage
ναυτίλος	seaman
νειός	fallow-land
νεκρομαντεία	necromancy
νεκρόμαντις	necromancer
νεκρός	dead
νεκτάρεος	fragrant
νευρά	bowstring
νεφέλη	sublimate
νεφέλιον	nebula
νεφρός	kidney
νεότας	youth
νεότης	youth
νεόφυτος	newly-planted
νεῖκος	victory
